基金代码,1998-03-31,1998-06-30,1998-09-30,1998-12-31,1999-03-31,1999-06-30,1999-09-30,1999-12-31,2000-03-31,2000-06-30,2000-09-30,2000-12-31,2001-03-31,2001-06-30,2001-09-30,2001-12-31,2002-03-31,2002-06-30,2002-09-30,2002-12-31,2003-03-31,2003-06-30,2003-09-30,2003-12-31,2004-03-31,2004-06-30,2004-09-30,2004-12-31,2005-03-31,2005-06-30,2005-09-30,2005-12-31,2006-03-31,2006-06-30,2006-09-30,2006-12-31,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
519908.OF,,,46.34362030029297,70.86619567871094,42.24565505981445,78.77925872802734,73.89680480957031,67.03543853759766,93.01529693603516,76.1209945678711,73.00477600097656,68.14945983886719,75.05894470214844,60.96372985839844,53.6711540222168,57.91984176635742,51.304832458496094,72.1881103515625,63.3057746887207,40.380863189697266,61.796897888183594,48.44978713989258,67.49967193603516,71.58802032470703,70.90290832519531,77.63463592529297,67.8733901977539,72.50111389160156,61.42134475708008,69.36478424072266,67.7340316772461,66.28581237792969,78.57890319824219,79.12713623046875,77.95552062988281,79.06483459472656,76.58991241455078,75.35027313232422,79.2042007446289,70.15412902832031,67.47981262207031,35.88711166381836,47.05455780029297,54.02641296386719,50.17414093017578,78.31744384765625,76.79948425292969,76.64498901367188,73.69023895263672,76.73674774169922,77.64356231689453,75.89232635498047,75.92584228515625,75.94514465332031,75.16889953613281,70.61456298828125,75.02423858642578,73.80583190917969,66.9041976928711,64.43761444091797,66.3336410522461,80.88202667236328,83.98802185058594,75.50875091552734,63.829837799072266,74.82632446289062,85.87684631347656,89.45045471191406,88.86280059814453,92.66580200195312,85.1283950805664,90.41217803955078,86.66560363769531,84.76402282714844,77.2199935913086,88.43637084960938,82.61368560791016,85.08731842041016,86.49363708496094,90.61183166503906,91.09443664550781,86.72099304199219,80.40330505371094,65.27006530761719,79.81935119628906,89.88571166992188,89.18167114257812,93.24761962890625,85.81743621826172,93.02963256835938,92.21133422851562,92.84143829345703,89.81710815429688,89.37654113769531
519002.OF,,,47.79246139526367,67.96434020996094,64.86007690429688,79.06438446044922,78.79922485351562,75.31216430664062,68.36152648925781,74.69886779785156,65.07815551757812,71.96743774414062,84.29340362548828,72.36418151855469,44.09419631958008,49.20814895629883,49.58995056152344,59.09318923950195,64.05184173583984,66.08330535888672,76.2313003540039,71.16761779785156,62.98955154418945,73.10186004638672,70.68404388427734,68.45294952392578,67.74549102783203,65.74691009521484,72.32110595703125,72.25969696044922,75.87632751464844,74.04734802246094,76.38507080078125,75.72589874267578,73.21681213378906,77.13924407958984,70.65878295898438,76.23993682861328,73.24529266357422,74.90790557861328,52.028038024902344,56.33852005004883,60.26728820800781,58.75762176513672,72.56420135498047,75.53900146484375,73.3766098022461,77.87032318115234,60.13068771362305,63.33203887939453,76.38423156738281,76.85435485839844,77.84486389160156,76.05659484863281,70.18915557861328,75.28947448730469,77.12114715576172,73.74967956542969,71.67665100097656,70.32875061035156,33.94028091430664,33.5401611328125,89.8434829711914,89.38665008544922,90.73478698730469,92.61320495605469,94.56231689453125,92.76841735839844,92.44432067871094,94.31806182861328,86.27537536621094,91.59077453613281,91.69807434082031,88.54409790039062,92.84984588623047,91.21887969970703,85.94026184082031,87.99378204345703,89.33726501464844,91.04463195800781,93.47782135009766,87.25623321533203,88.43612670898438,80.53959655761719,92.57281494140625,89.44412231445312,91.06390380859375,90.65790557861328,88.0676040649414,93.53157043457031,88.37744903564453,93.64372253417969,90.36896514892578,89.42935943603516
000264.OF,,,,77.29644775390625,66.90092468261719,78.71516418457031,78.01384735107422,70.72528839111328,78.16778564453125,71.47990417480469,75.41873168945312,77.9669189453125,75.6791763305664,66.24322509765625,56.86737060546875,54.65681076049805,30.252225875854492,67.25030517578125,55.72514724731445,72.53665924072266,67.09695434570312,58.464725494384766,70.05284118652344,69.1019515991211,69.63060760498047,62.75912094116211,65.53411102294922,69.56002044677734,62.95608901977539,67.01677703857422,73.23346710205078,78.599609375,78.17771911621094,77.92430877685547,74.67572784423828,78.79410552978516,65.8349380493164,70.74694061279297,71.9217758178711,76.1860122680664,46.22420883178711,66.63359832763672,78.58869934082031,76.54316711425781,73.85356140136719,79.15670013427734,73.79098510742188,73.85720825195312,43.595340728759766,74.3161849975586,79.00837707519531,74.0279769897461,68.1584243774414,66.9344482421875,58.06703567504883,60.11739730834961,73.08672332763672,74.84507751464844,63.40716552734375,77.28843688964844,76.05613708496094,49.82698059082031,50.15220642089844,78.32798767089844,71.87488555908203,71.84699249267578,72.55772399902344,72.88117980957031,78.54700469970703,74.02043151855469,77.5908203125,77.38414001464844,76.60881805419922,77.275390625,76.90345764160156,73.92010498046875,75.58490753173828,75.63248443603516,68.0890121459961,76.512939453125,76.97490692138672,76.83049011230469,79.06219482421875,74.38249206542969,78.29413604736328,60.955413818359375,76.53341674804688,76.07307434082031,67.10668182373047,77.89539337158203,74.84380340576172,76.35558319091797,78.65215301513672,78.15122985839844
184688.OF,,76.26396942138672,56.173240661621094,51.39532470703125,56.59519577026367,77.92069244384766,73.43461608886719,73.5139389038086,73.62612915039062,75.38319396972656,69.65608215332031,74.74224090576172,75.22969818115234,68.63986206054688,49.13294982910156,43.71526336669922,57.4869384765625,60.20360565185547,57.303131103515625,50.19029235839844,55.62853240966797,59.21509552001953,58.869083404541016,71.04864501953125,76.37359619140625,75.72015380859375,69.44275665283203,75.52873229980469,71.02572631835938,71.17899322509766,72.81756591796875,58.02153778076172,76.45645141601562,76.80099487304688,78.05419158935547,79.45218658447266,68.69522094726562,75.08972930908203,78.24378204345703,76.46969604492188,43.87185287475586,75.14014434814453,79.29862213134766,71.73063659667969,50.35232162475586,55.615684509277344,58.0644416809082,53.71214294433594,55.337520599365234,77.61854553222656,79.06351470947266,77.99726867675781,70.52155303955078,78.86599731445312,74.82373046875,74.07685089111328,77.23636627197266,74.16521453857422,73.39653015136719,76.34947967529297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184689.OF,,,,,23.76982307434082,78.92198181152344,71.04924774169922,72.52001953125,82.65190124511719,69.53472900390625,69.32823944091797,69.75814056396484,72.13410186767578,66.2572250366211,46.72972106933594,39.622188568115234,47.555381774902344,76.62216186523438,61.668296813964844,51.339717864990234,63.046661376953125,65.43962860107422,61.186031341552734,68.07298278808594,68.5469970703125,59.37591552734375,56.61746597290039,64.74081420898438,64.47357940673828,62.583274841308594,74.10970306396484,69.69760131835938,77.56993103027344,74.03547668457031,77.30660247802734,77.9411849975586,71.41913604736328,76.8066635131836,77.23694610595703,78.77938079833984,66.46951293945312,71.32369995117188,47.76788330078125,59.68686294555664,71.22799682617188,77.57679748535156,70.49212646484375,78.5567626953125,73.20201873779297,67.45332336425781,77.4241943359375,78.2476577758789,69.63375091552734,75.68671417236328,66.20973205566406,73.11327362060547,72.29451751708984,72.35906982421875,60.98732376098633,78.3036880493164,62.40617752075195,63.9495735168457,69.79667663574219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184699.OF,,,,,,,,,74.89452362060547,68.78194427490234,66.78160858154297,73.67570495605469,74.2197265625,70.5737075805664,47.926727294921875,51.1353874206543,51.00027847290039,73.45801544189453,72.9115982055664,67.29894256591797,58.647979736328125,60.387611389160156,60.14781188964844,77.37191009521484,77.31602478027344,77.86996459960938,72.66071319580078,62.448143005371094,64.94151306152344,70.61091613769531,71.6891098022461,69.7608413696289,75.20046997070312,79.06724548339844,77.80191802978516,79.32831573486328,70.71172332763672,78.43338012695312,78.82386016845703,79.00407409667969,65.08629608154297,69.62800598144531,64.6884536743164,65.07567596435547,72.8544921875,77.18122100830078,75.97212982177734,79.10665893554688,77.81620788574219,67.84903717041016,76.94010925292969,75.02794647216797,76.86863708496094,74.5485610961914,71.75130462646484,72.78907775878906,72.04517364501953,73.4388427734375,64.59078979492188,75.62841033935547,69.38005065917969,65.23894500732422,76.5594482421875,66.25788879394531,65.46443176269531,78.46505737304688,67.93311309814453,,,,,,,,,,,,,,,,,,,,,,,,,,,
184703.OF,,,,,,,,,,,61.589210510253906,74.15169525146484,77.3441390991211,66.28410339355469,61.975276947021484,59.76631164550781,52.70127868652344,65.54953002929688,61.722984313964844,56.93290710449219,61.23920440673828,65.2965316772461,58.981163024902344,72.2960433959961,74.33912658691406,70.07487487792969,70.88738250732422,73.33497619628906,72.2032699584961,72.3704605102539,75.66293334960938,73.08378601074219,78.47795867919922,76.37659454345703,74.9779281616211,78.33920288085938,77.33451080322266,78.18990325927734,78.53404235839844,74.48826599121094,71.02345275878906,61.00322341918945,71.02836608886719,68.57701873779297,69.64392852783203,69.60929107666016,30.846261978149414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184705.OF,,,,,,,,,,48.69353103637695,65.90824127197266,75.82569122314453,62.05979919433594,68.2074203491211,59.71534729003906,52.825496673583984,57.454811096191406,74.11878967285156,62.9734001159668,68.24073791503906,60.75585174560547,73.43306732177734,68.49114227294922,68.0355453491211,77.56427764892578,72.90922546386719,73.53611755371094,63.736934661865234,53.4836311340332,70.5222396850586,68.36988067626953,75.66415405273438,69.12040710449219,75.84524536132812,75.3090591430664,78.64048767089844,69.78655242919922,79.09925842285156,69.01121520996094,75.53495788574219,25.299819946289062,22.31346893310547,69.22689056396484,73.50719451904297,70.84532928466797,79.07170867919922,64.43988800048828,74.73603057861328,69.37252807617188,73.40838623046875,69.01412963867188,77.48934936523438,63.14583206176758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160624.OF,,,,,23.76982307434082,78.92198181152344,71.04924774169922,72.52001953125,82.65190124511719,69.53472900390625,69.32823944091797,69.75814056396484,72.13410186767578,66.2572250366211,46.72972106933594,39.622188568115234,47.555381774902344,76.62216186523438,61.668296813964844,51.339717864990234,63.046661376953125,65.43962860107422,61.186031341552734,68.07298278808594,68.5469970703125,59.37591552734375,56.61746597290039,64.74081420898438,64.47357940673828,62.583274841308594,74.10970306396484,69.69760131835938,77.56993103027344,74.03547668457031,77.30660247802734,77.9411849975586,71.41913604736328,76.8066635131836,77.23694610595703,78.77938079833984,66.46951293945312,71.32369995117188,47.76788330078125,59.68686294555664,71.22799682617188,77.57679748535156,70.49212646484375,78.5567626953125,73.20201873779297,67.45332336425781,77.4241943359375,78.2476577758789,69.63375091552734,75.68671417236328,66.20973205566406,73.11327362060547,72.29451751708984,72.35906982421875,60.98732376098633,78.3036880493164,62.40617752075195,63.9495735168457,69.79667663574219,58.888431549072266,33.161643981933594,71.87337493896484,77.60828399658203,88.79937744140625,90.94290924072266,94.37635040283203,90.48570251464844,83.75203704833984,94.2723617553711,91.60285949707031,92.63516998291016,83.76398468017578,92.81352996826172,90.5405044555664,87.50726318359375,91.84625244140625,82.95390319824219,75.71780395507812,77.7520523071289,70.03866577148438,87.41783905029297,85.69087219238281,88.0574951171875,94.2076187133789,89.41204833984375,94.71688842773438,92.77908325195312,93.93775939941406,89.88164520263672,93.0573501586914
184692.OF,,,,,,,76.55029296875,63.571502685546875,75.2822494506836,75.1680908203125,72.2470932006836,78.65643310546875,72.75296020507812,66.53998565673828,54.74980926513672,50.742733001708984,57.818878173828125,77.69471740722656,75.30548858642578,65.07009887695312,61.721832275390625,59.461124420166016,68.97764587402344,73.62774658203125,74.3550796508789,72.46366882324219,62.924652099609375,73.02186584472656,66.2242431640625,69.85679626464844,67.74664306640625,75.31075286865234,75.14824676513672,75.44888305664062,75.27727508544922,78.50743103027344,64.85546875,77.24786376953125,74.31024169921875,55.65391159057617,33.03982162475586,57.424869537353516,63.974056243896484,66.2169418334961,67.16300964355469,75.64505004882812,48.05882263183594,70.7674331665039,54.59482192993164,68.8714828491211,67.42561340332031,76.54298400878906,67.53634643554688,78.4730224609375,76.40625762939453,78.40849304199219,78.2319564819336,78.42672729492188,77.44841766357422,79.17546844482422,76.6385269165039,75.22602081298828,76.35892486572266,75.76603698730469,76.40876770019531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160311.OF,,,,,,,,,,,40.606475830078125,64.07079315185547,77.38876342773438,61.361507415771484,41.01713943481445,45.67802429199219,56.974510192871094,66.11056518554688,65.70812225341797,48.56533432006836,66.65899658203125,67.90557861328125,68.92493438720703,75.82452392578125,74.66880798339844,71.84857177734375,70.83690643310547,75.9975814819336,74.04267883300781,72.32684326171875,76.17658233642578,74.97296905517578,77.16764831542969,72.61122131347656,75.3466567993164,76.89583587646484,78.20187377929688,64.5480728149414,81.93661499023438,83.33412170410156,79.20599365234375,64.86650848388672,61.618812561035156,56.47199630737305,82.0914535522461,92.05852508544922,89.04651641845703,90.51492309570312,84.51306915283203,66.13533782958984,76.28738403320312,82.5899887084961,85.26520538330078,86.83636474609375,87.77899932861328,81.23731231689453,77.06903839111328,83.1224594116211,75.67460632324219,80.65205383300781,81.83544158935547,71.11206817626953,75.25218200683594,81.86710357666016,75.97573852539062,75.80268096923828,79.41252899169922,85.90335845947266,92.93072509765625,92.06880187988281,72.8653793334961,83.55542755126953,83.01558685302734,79.15523529052734,81.0418701171875,84.31797790527344,87.0411376953125,85.93374633789062,84.91795349121094,89.7799301147461,87.69549560546875,85.44004821777344,80.362548828125,76.9375228881836,88.82474517822266,82.08891296386719,86.44648742675781,91.21389770507812,80.71530151367188,89.39683532714844,93.25760650634766,92.81253051757812,93.32623291015625,90.68558502197266
184718.OF,,,,,,,,,,,86.19586944580078,65.7627182006836,62.46623992919922,66.43698120117188,52.46797180175781,45.67704772949219,54.10383987426758,60.72782897949219,64.70037841796875,66.4948959350586,74.08129119873047,49.930084228515625,62.19000244140625,78.44435119628906,79.17568969726562,77.40808868408203,71.0914077758789,76.22269439697266,77.62579345703125,74.38916015625,73.00467681884766,67.81330108642578,74.11563873291016,75.74285888671875,74.81640625,78.26360321044922,74.57492065429688,72.52005004882812,78.23628234863281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500001.OF,,42.7039909362793,49.40654754638672,57.06312942504883,59.25672149658203,72.08773040771484,78.36821746826172,74.5855484008789,85.71964263916016,66.93130493164062,71.5444564819336,73.87419891357422,71.8651123046875,67.66649627685547,57.49250793457031,62.26362991333008,58.49527359008789,63.059688568115234,66.49950408935547,62.829036712646484,57.888946533203125,66.03413391113281,63.2822380065918,72.9955825805664,75.1043472290039,69.63116455078125,70.7088394165039,68.54728698730469,67.89161682128906,69.32868194580078,74.04803466796875,76.8536376953125,79.38418579101562,79.62522888183594,77.95841217041016,79.87113189697266,79.91368103027344,78.19245910644531,77.64498901367188,69.41813659667969,74.7446060180664,61.24907302856445,54.98292922973633,59.01581954956055,68.55577087402344,64.43330383300781,67.95374298095703,77.22620391845703,74.1610107421875,74.19227600097656,71.71976470947266,75.4076156616211,73.402099609375,78.524658203125,75.6346206665039,71.81861877441406,67.19148254394531,59.39573287963867,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184693.OF,,,,,,,72.94037628173828,69.1246109008789,72.1860580444336,75.56356811523438,69.69322204589844,69.94261932373047,73.77902221679688,68.26815795898438,49.649620056152344,44.33289337158203,54.493309020996094,72.96566772460938,69.08255767822266,49.39777374267578,59.825164794921875,67.64384460449219,64.74505615234375,68.56294250488281,74.8897476196289,66.85669708251953,69.55807495117188,71.09925079345703,68.51138305664062,69.17066955566406,69.84457397460938,71.81303405761719,73.08293914794922,74.74748229980469,76.19705200195312,77.28569030761719,62.5851936340332,77.56099700927734,78.63275909423828,77.52706909179688,65.38043212890625,65.10212707519531,51.439964294433594,47.39817810058594,55.510066986083984,73.79317474365234,71.26056671142578,74.45177459716797,75.3653793334961,67.39595031738281,74.03367614746094,76.4538803100586,70.8045654296875,74.84941864013672,74.81629943847656,72.56719970703125,66.34049987792969,74.80117797851562,73.90581512451172,77.5235366821289,55.916709899902344,54.30845260620117,76.84577941894531,77.72679138183594,68.61389923095703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184701.OF,,,,,,,,,78.84048461914062,75.08615112304688,69.6755142211914,75.18201446533203,75.7509994506836,71.37950134277344,56.73021697998047,54.52637481689453,65.27555084228516,72.39864349365234,69.86421203613281,62.608551025390625,70.94227600097656,62.915340423583984,67.42237854003906,74.87994384765625,77.76544189453125,69.64413452148438,64.6099624633789,69.13893127441406,62.46282196044922,71.69479370117188,70.03108978271484,72.83174896240234,76.39672088623047,70.25006103515625,67.22976684570312,79.28429412841797,78.16443634033203,76.75963592529297,76.9927749633789,77.68273162841797,64.17993927001953,63.81734085083008,65.21559143066406,70.33067321777344,78.61441802978516,78.04668426513672,78.42205047607422,78.39212036132812,66.3741683959961,76.24400329589844,75.7561264038086,78.20942687988281,77.73966979980469,78.3885726928711,78.64386749267578,75.21563720703125,75.28939056396484,78.82918548583984,77.72241973876953,74.75090026855469,71.70848083496094,77.82318115234375,78.29397583007812,77.19815063476562,76.56549835205078,68.27954864501953,76.46266174316406,,,,,,,,,,,,,,,,,,,,,,,,,,,
184710.OF,,,,,,,,,,,,74.37352752685547,68.96269989013672,69.40728759765625,50.979209899902344,48.81190490722656,69.42631530761719,67.91741180419922,69.24430084228516,48.87964630126953,51.059730529785156,60.892852783203125,72.13282012939453,76.02816772460938,78.13505554199219,76.04109954833984,74.03102111816406,75.48487854003906,69.84361267089844,68.19111633300781,76.62346649169922,62.75178909301758,76.45252227783203,78.36782836914062,78.50447845458984,78.97382354736328,74.97920989990234,77.08065032958984,78.18814086914062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184690.OF,,,,,,83.95721435546875,76.3114242553711,65.71527099609375,80.97333526611328,66.8677749633789,66.93216705322266,75.37340545654297,70.39885711669922,68.07376861572266,46.26959228515625,49.04603958129883,45.83522033691406,76.2745590209961,71.45565032958984,53.51586151123047,58.321659088134766,70.21268463134766,65.9925765991211,78.96503448486328,76.54438018798828,60.805179595947266,62.42573547363281,67.81414794921875,70.3826904296875,72.9197769165039,70.51710510253906,75.32998657226562,78.40274810791016,77.37213897705078,73.24524688720703,78.8608627319336,68.95928192138672,79.37794494628906,77.16442108154297,78.33493041992188,75.3163833618164,72.34574127197266,70.6895751953125,69.92565155029297,73.05375671386719,77.9109878540039,73.60335540771484,79.62227630615234,76.25045776367188,67.2074203491211,73.4997329711914,69.97496032714844,74.29120635986328,67.58194732666016,70.79051971435547,72.5464859008789,66.82672882080078,70.92808532714844,70.26838684082031,71.65180969238281,77.79186248779297,61.54341506958008,66.0831298828125,66.5093002319336,49.45709228515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160805.OF,,,,,,,,,,53.33431625366211,52.63821029663086,70.2463607788086,53.15705871582031,53.803646087646484,42.329673767089844,55.77634811401367,52.74113845825195,71.05876159667969,63.27317428588867,56.45183181762695,56.284271240234375,50.2520637512207,63.02071762084961,79.20049285888672,75.58216094970703,68.39122009277344,74.29779052734375,73.97164916992188,63.7441291809082,72.14447784423828,70.16092681884766,72.18636322021484,74.03426361083984,77.03111267089844,76.41910552978516,74.69833374023438,88.82270812988281,92.72418975830078,90.04934692382812,81.37932586669922,72.93879699707031,72.98684692382812,67.14179229736328,63.84449005126953,68.46009063720703,81.28128051757812,86.65178680419922,85.71530151367188,72.03150939941406,59.460655212402344,66.43372344970703,77.91624450683594,75.146240234375,73.53841400146484,77.06478118896484,76.19991302490234,81.33739471435547,90.5590591430664,58.99390411376953,88.45611572265625,77.76676177978516,52.440364837646484,63.30475997924805,54.51803970336914,74.31368255615234,71.47762298583984,73.90764617919922,70.49362182617188,73.75511169433594,92.25202178955078,40.28274154663086,57.48167419433594,53.103782653808594,80.03788757324219,49.92790985107422,74.4274673461914,51.860015869140625,82.89192962646484,84.69745635986328,84.06112670898438,86.01782989501953,83.36246490478516,78.68299102783203,65.80484008789062,72.60249328613281,71.17741394042969,79.76163482666016,75.51219940185547,86.97100830078125,94.92668914794922,89.30765533447266,95.038330078125,94.67982482910156,94.74869537353516
160910.OF,,,,,,,,29.282901763916016,71.1885757446289,68.98938751220703,69.32585906982422,76.16244506835938,68.00389862060547,68.9403305053711,56.92927551269531,45.73830795288086,49.94837951660156,72.11984252929688,67.1025161743164,54.3430290222168,60.37771224975586,67.36204528808594,43.83810806274414,76.81603240966797,78.20419311523438,62.38037872314453,69.21426391601562,68.0201644897461,67.98346710205078,64.69940948486328,63.56289291381836,71.16854858398438,78.13735961914062,77.75894165039062,71.99183654785156,78.8252182006836,78.22330474853516,57.35552978515625,86.47811126708984,79.68626403808594,70.5632095336914,66.98514556884766,65.33888244628906,72.02655029296875,82.2186279296875,92.072509765625,85.17090606689453,94.28227996826172,81.30113983154297,75.03966522216797,87.98905181884766,92.3974838256836,85.26995849609375,89.78616333007812,85.95376586914062,83.70989990234375,79.11551666259766,77.53780364990234,73.83769226074219,69.08111572265625,66.26839447021484,76.52153015136719,83.02302551269531,86.87194061279297,86.69924926757812,81.65017700195312,89.213134765625,91.12480163574219,90.5550765991211,86.41092681884766,46.8006591796875,80.77086639404297,74.86048126220703,79.36235809326172,71.710693359375,71.59829711914062,85.82801818847656,81.8869857788086,90.21614837646484,90.73124694824219,88.56867218017578,83.66075897216797,82.47418212890625,78.72369384765625,83.80414581298828,84.06513214111328,85.58306884765625,87.16545104980469,87.3226089477539,90.92153930664062,87.72533416748047,88.24980926513672,90.73118591308594,89.29064178466797
000595.OF,,,,,,76.46946716308594,82.96934509277344,77.23963928222656,76.38399505615234,70.22173309326172,77.10528564453125,74.09927368164062,73.5687255859375,67.25485229492188,66.86416625976562,62.78053283691406,64.35979461669922,68.0386734008789,54.2669792175293,65.0649642944336,70.0462646484375,56.65074157714844,75.64454650878906,75.89013671875,79.00445556640625,79.52711486816406,75.79075622558594,75.27378845214844,77.75691223144531,78.71060943603516,71.35188293457031,72.2489242553711,75.44478607177734,77.37286376953125,77.97147369384766,76.65575408935547,76.84559631347656,78.42583465576172,78.06879425048828,76.84738159179688,41.014259338378906,68.83912658691406,67.81602478027344,59.0385856628418,77.73200988769531,78.5578842163086,77.66569519042969,77.47722625732422,73.84434509277344,71.04064178466797,72.65779113769531,76.05851745605469,59.231651306152344,71.96055603027344,73.88809967041016,68.5450439453125,63.72492218017578,71.95272064208984,77.646484375,76.8437271118164,70.108642578125,69.57867431640625,78.8654556274414,75.11446380615234,77.2231216430664,85.151123046875,89.85939025878906,84.26819610595703,86.39806365966797,69.55241394042969,30.8881893157959,36.35344696044922,52.91094970703125,86.47164154052734,92.09613800048828,93.40086364746094,94.25678253173828,94.22135162353516,94.16915130615234,92.20036315917969,91.41535949707031,90.86866760253906,91.52401733398438,82.46228790283203,93.18692779541016,93.1916732788086,90.1976089477539,93.42857360839844,91.77228546142578,92.41670227050781,92.82475280761719,94.5365982055664,91.57124328613281,91.64148712158203
160812.OF,,,,,,83.95721435546875,76.3114242553711,65.71527099609375,80.97333526611328,66.8677749633789,66.93216705322266,75.37340545654297,70.39885711669922,68.07376861572266,46.26959228515625,49.04603958129883,45.83522033691406,76.2745590209961,71.45565032958984,53.51586151123047,58.321659088134766,70.21268463134766,65.9925765991211,78.96503448486328,76.54438018798828,60.805179595947266,62.42573547363281,67.81414794921875,70.3826904296875,72.9197769165039,70.51710510253906,75.32998657226562,78.40274810791016,77.37213897705078,73.24524688720703,78.8608627319336,68.95928192138672,79.37794494628906,77.16442108154297,78.33493041992188,75.3163833618164,72.34574127197266,70.6895751953125,69.92565155029297,73.05375671386719,77.9109878540039,73.60335540771484,79.62227630615234,76.25045776367188,67.2074203491211,73.4997329711914,69.97496032714844,74.29120635986328,67.58194732666016,70.79051971435547,72.5464859008789,66.82672882080078,70.92808532714844,70.26838684082031,71.65180969238281,77.79186248779297,61.54341506958008,66.0831298828125,66.5093002319336,49.45709228515625,42.62924575805664,84.067626953125,92.52027130126953,66.63429260253906,88.12460327148438,85.44083404541016,78.20415496826172,43.83147430419922,67.9379653930664,59.938262939453125,73.0325927734375,63.94118118286133,73.20309448242188,86.64717102050781,80.5533676147461,74.76241302490234,47.536155700683594,55.90152359008789,51.125213623046875,86.29779052734375,80.2851791381836,85.08800506591797,80.99574279785156,86.92977905273438,84.80372619628906,82.59513092041016,88.25794219970703,87.19866180419922,85.76840209960938
184691.OF,,,,,,92.77446746826172,76.77991485595703,74.84173583984375,78.22737884521484,71.36947631835938,68.93628692626953,75.1446304321289,77.8932113647461,73.05467987060547,42.17709732055664,53.2642936706543,61.31868362426758,71.08726501464844,68.7405776977539,67.47028350830078,67.29706573486328,61.78013610839844,66.57621002197266,75.07146453857422,73.22884368896484,71.80601501464844,71.87205505371094,70.09575653076172,72.0401840209961,71.8218994140625,70.39132690429688,69.48725128173828,78.83714294433594,79.15210723876953,79.54412078857422,78.37940979003906,79.06478118896484,78.60501098632812,78.39361572265625,78.75035858154297,75.7276382446289,72.48917388916016,66.30241394042969,69.1578369140625,76.23131561279297,79.27851867675781,78.18770599365234,79.1188735961914,70.10694122314453,75.18134307861328,79.2140121459961,78.7974853515625,78.20934295654297,79.14219665527344,78.38166809082031,76.11930084228516,77.56062316894531,75.15768432617188,78.6321029663086,78.40479278564453,74.10147094726562,76.8983383178711,77.62316131591797,76.07196044921875,75.46540069580078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160918.OF,,,,,,92.77446746826172,76.77991485595703,74.84173583984375,78.22737884521484,71.36947631835938,68.93628692626953,75.1446304321289,77.8932113647461,73.05467987060547,42.17709732055664,53.2642936706543,61.31868362426758,71.08726501464844,68.7405776977539,67.47028350830078,67.29706573486328,61.78013610839844,66.57621002197266,75.07146453857422,73.22884368896484,71.80601501464844,71.87205505371094,70.09575653076172,72.0401840209961,71.8218994140625,70.39132690429688,69.48725128173828,78.83714294433594,79.15210723876953,79.54412078857422,78.37940979003906,79.06478118896484,78.60501098632812,78.39361572265625,78.75035858154297,75.7276382446289,72.48917388916016,66.30241394042969,69.1578369140625,76.23131561279297,79.27851867675781,78.18770599365234,79.1188735961914,70.10694122314453,75.18134307861328,79.2140121459961,78.7974853515625,78.20934295654297,79.14219665527344,78.38166809082031,76.11930084228516,77.56062316894531,75.15768432617188,78.6321029663086,78.40479278564453,74.10147094726562,76.8983383178711,77.62316131591797,76.07196044921875,75.46540069580078,86.56131744384766,87.82476043701172,90.2376937866211,89.27943420410156,94.22376251220703,70.24995422363281,80.6811294555664,72.63127136230469,84.22460174560547,74.9230728149414,88.73274230957031,61.14243698120117,72.28440856933594,78.96551513671875,74.10493469238281,79.69657135009766,72.57850646972656,74.02596282958984,68.28202819824219,75.91912078857422,80.53740692138672,78.29405212402344,79.1521224975586,80.13369750976562,86.3734359741211,73.03073120117188,82.2725601196289,73.53514099121094,78.27266693115234
